,category,first flight,introduced,introduction,ns,number built,pageid,retired,status,title,unit cost,views,built_group,built_number,year
3262,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,22 April 1952,Error,Error,0,51,24517954,Error,Error,SZD-C Żuraw,Error,4.112328767123287,4,51.0,1952.0
3263,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,20 October 1958,Error,Error,0,"1 x SZD-16 Gil, 1 x SZD-25 Nov, 30 x SZD-25A Lis",23832501,Error,Error,SZD-25A Lis,Error,4.794520547945205,1,1.0,1958.0
3268,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,25 February 1956,Error,Error,0,22,23831696,1970s,Error,SZD-15 Sroka,Error,2.8109589041095893,3,22.0,1956.0
3269,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,23 July 1954,Error,Error,0,1,23813664,Error,Error,SZD-14x Jaskółka M,Error,2.8493150684931505,1,1.0,1954.0
3271,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,14 November 1953,Error,Error,0,290 + Chinese production,23802985,Error,Error,SZD-12 Mucha 100,Error,4.0,5,290.0,1953.0
3272,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,14 September {{avyear,Error,Error,0,1,23800667,Error,Error,SZD-11 Albatros,Error,2.8438356164383563,1,1.0,1950.0
3273,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,23 November {{avyear,1955,Error,0,157,23797192,Error,Error,SZD-10 Czapla,Error,6.841095890410959,4,157.0,1955.0
3274,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,10 March {{avyear,1953,Error,0,616,6561930,Error,in service,SZD-9 Bocian,Error,12.75068493150685,5,616.0,1953.0
3275,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,21 September {{avyear,Error,Error,0,135,23769774,Error,Error,SZD-8 Jaskółka,Error,3.147945205479452,4,135.0,1950.0
3276,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,16 August {{avyear,Error,Error,0,1,23796517,Error,Error,SZD-7 Osa,Error,2.0136986301369864,1,1.0,1950.0
3277,Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes,2 February 1951,1952,Error,0,1}},23776103,1964,Displayed in museum,SZD-6X Nietoperz,Error,3.884931506849315,1,1.0,1951.0
3284,Category:1940s Polish sailplanes|Category:1940s Polish sailplanes|Category:1940s Polish sailplanes|Category:1940s Polish sailplanes|Category:1940s Polish sailplanes|Category:1940s Polish sailplanes,16 July 1949,Error,Error,0,1,22103532,1964,at [[Polish Aviation Museum]] in [[KrakÃ³w]],HWL Pegaz,Error,2.958904109589041,1,1.0,1949.0
3342,Category:1910s Polish experimental aircraft,May {{avyear,,Error,0,1,16743136,,,Głowiński monoplane,Error,1.7506849315068493,1,1.0,1910.0
3343,Category:1950s Polish experimental aircraft|Category:1950s Polish helicopters|Category:1950s Polish helicopters,4 April 1950,,Error,0,1,7194588,[[1960 in aviation,Experimental,BŻ-1 GIL,,3.7835616438356166,1,1.0,1950.0
3349,Category:1980s Polish agricultural aircraft|Category:1980s Polish agricultural aircraft|Category:1980s Polish agricultural aircraft|Category:1980s Polish agricultural aircraft|Category:1980s Polish agricultural aircraft|Category:1980s Polish agricultural aircraft,"July 20, 1987",Error,,0,4 prototypes,11027429,,Prototype,PZL M-24 Dromader Super,,15.517808219178082,2,4.0,1987.0
3350,Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft,27 August 1976,Error,,0,759+,938992,,,PZL-Mielec M-18 Dromader,,80.31232876712329,5,759.0,1976.0
3351,Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft,"April 17, 1973",,Error,0,275+,11011314,,in production,PZL-106 Kruk,,33.28493150684932,5,275.0,1973.0
3352,Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft|Category:1970s Polish agricultural aircraft,20 May 1973,Error,Error,0,175,950430,Error,Error,PZL M-15 Belphegor,Error,91.09041095890412,4,175.0,1973.0
3353,Category:2000s Polish civil aircraft|Category:2000s Polish civil aircraft,September 2010,Error,,0,2,29030151,,Experimental/prototype,PR-5 Wiewior plus,,2.5287671232876714,2,2.0,2010.0
3355,Category:1980s Polish civil aircraft|Category:1970s Polish helicopters|Category:1980s Polish civil aircraft|Category:1970s Polish helicopters,16 November 1979,,Error,0,149 (as of 2011),2613695,,In service,PZL W-3 Sokół,,154.63561643835615,4,149.0,1979.0
3356,Category:1980s Polish civil aircraft|Category:1970s Polish helicopters|Category:1980s Polish civil aircraft|Category:1970s Polish helicopters,3 June 1979,,Error,0,19,2613561,,,PZL Kania,,27.605479452054794,3,19.0,1979.0
3404,Category:1930s New Zealand sport aircraft|Category:1930s New Zealand sport aircraft|Category:1930s New Zealand sport aircraft|Category:1930s New Zealand sport aircraft|Category:1930s New Zealand sport aircraft|Category:1930s New Zealand sport aircraft,4 January 1934,,Error,0,1,4987268,,under restoration / replication,North Tui Sports,,1.5232876712328767,1,1.0,1934.0
3413,Category:1960s New Zealand agricultural aircraft|Category:1960s New Zealand agricultural aircraft|Category:1960s New Zealand agricultural aircraft|Category:1960s New Zealand agricultural aircraft|Category:1960s New Zealand agricultural aircraft|Category:1960s New Zealand agricultural aircraft,2 August 1960,Error,,0,2,4987712,,,Bennett Airtruck,,20.92876712328767,2,2.0,1960.0
3415,Category:1950s New Zealand agricultural aircraft|Category:1950s New Zealand agricultural aircraft|Category:1950s New Zealand agricultural aircraft|Category:1950s New Zealand agricultural aircraft|Category:1950s New Zealand agricultural aircraft|Category:1950s New Zealand agricultural aircraft,14 June 1954,,Error,0,297,2548098,,production ceased,PAC Fletcher,,35.54794520547945,5,297.0,1954.0
3423,Category:Mexican civil aircraft,[[1957]],Error,Error,0,1,59637104,Error,Retired,Lascurain Aura,Error,1.2054794520547945,1,1.0,1957.0
3424,Category:Mexican civil aircraft|Category:1970s Mexican agricultural aircraft|Category:1970s Mexican agricultural aircraft|Category:1970s Mexican agricultural aircraft|Category:1970s Mexican agricultural aircraft|Category:1970s Mexican agricultural aircraft|Category:1970s Mexican agricultural aircraft,"June 8, 1973",Error,Error,0,16 B-01,59646144,Error,Active,Bárcenas B-01,"$52,000 USD (in 1982)",1.8876712328767122,3,16.0,1973.0
3430,Category:1960s Mexican agricultural aircraft|Category:1960s Mexican agricultural aircraft|Category:1960s Mexican agricultural aircraft|Category:1960s Mexican agricultural aircraft|Category:1960s Mexican agricultural aircraft|Category:1960s Mexican agricultural aircraft,3 December 1968,,Error,0,12,10711156,,,Anahuac Tauro,Error,5.8054794520547945,3,12.0,1968.0
3481,Category:1990s Japanese civil utility aircraft|Category:1990s Japanese civil utility aircraft|Category:1990s Japanese helicopters|Category:1990s Japanese civil utility aircraft|Category:1990s Japanese helicopters|Category:1990s Japanese civil utility aircraft|Category:1990s Japanese civil utility aircraft|Category:1990s Japanese civil utility aircraft,29 July 1996,2000,Error,0,at least 5,14276015,,,Mitsubishi MH2000,,22.58082191780822,2,5.0,1996.0
3482,Category:1960s Japanese civil utility aircraft|Category:Japanese business aircraft|Category:1960s Japanese civil utility aircraft|Category:1960s Japanese civil utility aircraft|Category:1960s Japanese civil utility aircraft|Category:1960s Japanese civil utility aircraft|Category:1960s Japanese civil utility aircraft|Category:Japanese business aircraft,14 September 1963,,Error,0,704,949630,Error,In service,Mitsubishi MU-2,Error,214.6821917808219,5,704.0,1963.0
3484,Category:1960s Japanese civil utility aircraft|Category:1960s Japanese civil utility aircraft|Category:1960s Japanese civil utility aircraft|Category:1960s Japanese civil utility aircraft|Category:1960s Japanese civil utility aircraft|Category:1960s Japanese civil utility aircraft,12 August 1965,1968,,0,275,8808199,,,Fuji FA-200 Aero Subaru,,26.4027397260274,5,275.0,1965.0
3485,Category:1930s Japanese civil utility aircraft|Category:1930s Japanese civil utility aircraft|Category:1930s Japanese civil utility aircraft|Category:1930s Japanese civil utility aircraft|Category:1930s Japanese civil utility aircraft|Category:1930s Japanese civil utility aircraft,May [[1936 in aviation,May [[1937 in aviation,Error,0,approx. 500,10217266,[[1945 in aviation,,Mitsubishi Ki-15,,55.3013698630137,5,500.0,1936.0
3486,Category:1950s Japanese civil utility aircraft|Category:1950s Japanese civil utility aircraft|Category:1950s Japanese civil utility aircraft|Category:1950s Japanese civil utility aircraft|Category:1950s Japanese civil utility aircraft|Category:1950s Japanese civil utility aircraft,,,Error,0,1,53145885,,Canceled,Kayaba Heliplane,,7.86027397260274,1,1.0,1950.0
3510,Category:Japanese experimental aircraft,22 April 2016,Error,,0,1 prototype,12057661,Error,In development,Mitsubishi X-2 Shinshin,Error,561.013698630137,1,1.0,2016.0
3514,Category:1940s Japanese experimental aircraft,,Error,,0,2,9144130,,[[Prototype]],Tachikawa Ki-94,,42.47671232876712,2,2.0,1940.0
3515,Category:1940s Japanese experimental aircraft|Category:1940s Japanese military transport aircraft|Category:1940s Japanese military transport aircraft,April 1945,,Error,0,1,32995826,,,Tachikawa Ki-92,Error,8.243835616438357,1,1.0,1945.0
3516,Category:1940s Japanese experimental aircraft,18 November 1942,,Error,0,2,9830839,1945,,Tachikawa Ki-77,,35.32876712328767,2,2.0,1942.0
3517,Category:1940s Japanese experimental aircraft,8 May 1945,,Error,0,3 (1 completed),1968153,,Cancelled,Yokosuka R2Y,,53.35616438356164,2,3.0,1945.0
3518,Category:1940s Japanese experimental aircraft,7 August 1945,,Error,0,10,477658,15 August 1945,Prototype,Nakajima Kikka,,155.12328767123287,3,10.0,1945.0
3519,Category:1940s Japanese experimental aircraft,April 1945,,Error,0,1,10069965,,Prototype,Nakajima Ki-87,,51.36986301369863,1,1.0,1945.0
3520,Category:1940s Japanese experimental aircraft,3 August 1945,,Error,0,2,498000,,Abandoned as prototype.,Kyushu J7W,,153.586301369863,2,2.0,1945.0
3524,Category:1940s Japanese experimental aircraft,26 December 1942,,Error,0,1 completed + 1x mock-up and the partially complete 2nd prototype,42885479,,,Kawasaki Ki-78,,18.82191780821918,1,1.0,1942.0
3525,Category:1940s Japanese experimental aircraft,March 1941,,Error,0,3,2960548,,Cancelled,Kawasaki Ki-60,,32.863013698630134,2,3.0,1941.0
3526,Category:1940s Japanese experimental aircraft|Category:1940s Japanese military transport aircraft|Category:1940s Japanese military transport aircraft,,,Error,0,0,1968183,,Cancelled,Kawanishi K-200,,15.706849315068494,2,0.0,1940.0
3527,Category:1930s Japanese experimental aircraft,1939,,Error,0,1,59629399,,,Yokosuka MXY1,Error,1.2904109589041095,1,1.0,1939.0
3529,Category:1930s Japanese experimental aircraft,1934,,Error,0,4,16729673,,,Nakajima Ki-11,Error,12.164383561643836,2,4.0,1934.0
3530,Category:1930s Japanese experimental aircraft,1934,,Error,0,5,14917699,,,Nakajima Ki-8,Error,9.216438356164383,2,5.0,1934.0
3531,Category:1930s Japanese experimental aircraft,1936,,Error,0,2,17129766,,,Mitsubishi Ki-33,Error,16.67945205479452,2,2.0,1936.0
3532,Category:1930s Japanese experimental aircraft,August [[1935 in aviation,,Error,0,1,16826374,,,Mitsubishi Ki-18,,14.454794520547946,1,1.0,1935.0
3539,Category:1980s Japanese anti-submarine aircraft|Category:1990s Japanese helicopters|Category:1990s Japanese helicopters,31 August 1987,1991,Error,0,178,20768403,,In service,Mitsubishi H-60,,146.17260273972602,4,178.0,1987.0
3541,Category:1940s Japanese anti-submarine aircraft,September [[1943 in aviation,January [[1945 in aviation,Error,0,153,1153124,August 1945,,Kyushu Q1W,,60.54520547945206,4,153.0,1943.0
3547,Category:1990s Japanese helicopters|Category:1990s Japanese helicopters,6 August [[1996 in aviation,Error,[[2000 in aviation,0,38 as of 2013,1944460,,In service,Kawasaki OH-1,"$24.3 million (2013, estimate)",116.1917808219178,3,38.0,1996.0
3548,Category:1990s Japanese helicopters|Category:1990s international civil utility aircraft|Category:1990s international civil utility aircraft|Category:1990s German helicopters|Category:1990s Japanese helicopters|Category:1990s international civil utility aircraft|Category:1990s German helicopters|Category:1990s international civil utility aircraft|Category:1990s international civil utility aircraft|Category:1990s international civil utility aircraft,12 June 1999,2002,Error,0,"~1,300",5803040,,In service,Eurocopter EC145,,535.9671232876713,5,1300.0,1999.0
3597,Category:2000s Italian civil utility aircraft|Category:2000s Italian civil utility aircraft|Category:2000s Italian civil utility aircraft|Category:2000s Italian civil utility aircraft|Category:2000s Italian civil utility aircraft|Category:2000s Italian civil utility aircraft,4 December 2002,,Error,0,1 prototype,52101455,,Under development,Vulcanair Mission,Error,7.027397260273973,1,1.0,2002.0
3599,Category:2000s Italian civil utility aircraft|Category:2000s Italian civil utility aircraft|Category:2000s Italian civil utility aircraft|Category:2000s Italian civil utility aircraft|Category:2000s Italian civil utility aircraft|Category:2000s Italian civil utility aircraft,13 September 2007,2010,Error,0,578 (24/8/2017),26958733,,"In production, active",Tecnam P2006T,"US$443,900",133.53972602739725,5,578.0,2007.0
3605,Category:1960s Italian civil utility aircraft|Category:1960s Italian helicopters|Category:1960s Italian civil utility aircraft|Category:1960s Italian helicopters|Category:1960s Italian civil utility aircraft|Category:1960s Italian civil utility aircraft|Category:1960s Italian civil utility aircraft|Category:1960s Italian civil utility aircraft,[[1963 in aviation,,Error,0,21,17717887,,,Silvercraft SH-4,Error,6.879452054794521,3,21.0,1963.0
